codigo_postal,calificacion_energetica,superficie_util,anyo_construccion,emisiones_co2,consumo_energia_primaria
48005,C,87.5668706475565,1971,16.238710248121162,201.05408409936157
48005,B,133.66881739721336,1965,45.47869022743378,81.86080412379606
48005,B,105.45969599279812,2015,36.66366678576911,119.2643537178007
48005,C,99.60884569657279,2014,31.386701746061647,129.39630341485667
48005,C,139.4289302265482,1984,65.03931697299662,164.91747646355333
48005,D,244.64997587163953,1961,75.14166502507413,73.27327957709522
48005,E,165.95382414938842,1979,60.49954471301122,78.25560985510116
48005,C,105.48627279056743,1963,15.664349813587652,130.5960357530323
48005,B,68.17120418218514,1969,50.112900025159455,236.54614809525097
48005,D,185.65342577943574,2003,31.960938383586722,171.27418888667512
48005,B,134.34587143361617,1955,20.24617945135744,123.50688445830629
48005,B,114.21889425212723,2017,19.461640240837593,242.62302231783477
48005,D,116.47506109704544,1962,75.55144217185624,225.2210385196085
48005,C,144.3250821913101,2012,54.85784202831444,93.20763650191992
48005,D,71.67414870325035,1954,64.65331102479078,141.96008475386404
48005,B,140.85952321912822,1960,62.797748104070415,173.89955028151752
48005,C,58.46122271169595,1970,18.496945759570025,110.65502951351911
48005,B,106.98297546391194,1965,14.36042586910439,151.88442562995795
48005,G,141.84690848731748,2001,22.162681696360615,181.14473451233127
48005,E,179.53231373931706,1999,19.149726371813962,227.32084304809334
48005,C,94.64460529336958,1963,22.382100160069808,127.41575206712616
48005,F,61.44790729120727,2004,39.130779872583304,146.26883032706473
48005,A,163.15501130853156,2007,23.278639372227403,173.7896386015443
48005,C,80.17799094702102,2002,66.10759783180927,241.91532886420669
48005,C,125.97901842070766,2012,44.95336844850328,103.20385560107614
48005,B,71.34655295592222,2017,70.52622744982924,98.69559368097345
48005,D,142.14031905104576,1978,42.16127378841907,207.00330876741137
48005,E,180.2963403808294,2013,65.08323703787066,113.08137914960255
48005,D,40.04317567764936,1959,75.12232193864766,100.61168656015691
48005,E,99.66384584767081,1977,54.60410337657963,181.87078444115653
48005,E,185.0870644699399,2009,41.54337597108305,226.49188809121995
48005,B,198.07555983634262,1993,45.85553445688721,186.04555584167065
48005,A,131.84807078560215,2000,14.9879709435681,52.42169504697749
48005,F,97.25898420557735,1970,37.13166620379387,142.38938733419116
48005,G,89.45550542157054,2007,16.88769547993781,182.06054394026762
48005,E,179.72659372532223,2013,39.70078201194217,66.52353269185375
48005,D,128.70092783103019,1974,78.31935947191548,183.47007960928568
48005,A,132.28669914606766,1985,53.05090776272066,204.9267561275576
48005,D,90.8321013886326,1959,65.90999341582022,108.56440734019296
48005,G,121.92959701135165,1962,50.76958607450725,199.6146358859064
48005,E,77.31317326575441,1964,17.75655735258649,169.70631513687312
48005,B,137.96047002289205,2008,48.50643583207092,127.7305597259694
48005,B,135.75202445908076,1993,23.82293429019561,227.3849800418539
48005,D,111.68083353208381,1981,32.18457341414614,225.85373199956763
48005,C,226.44732778728,1970,78.48780951604171,199.6383811957995
48005,D,154.4339011842713,1972,55.93132863767501,85.48575389394136
48005,D,139.9843975876321,1976,77.55908194888976,147.6788260129879
48005,B,87.43215531040855,1993,61.29610813363754,158.44744109836967
48005,D,25.041180604226625,1968,20.60985601113715,68.75138412911133
48005,D,123.92146995093213,1974,63.27850759302106,82.0143269909146
48005,C,109.54883713569873,1959,61.964363540075645,213.02367689607357
48005,D,77.47397728953499,2015,34.87691980800176,206.75835689707944
48005,D,47.507171725954706,2019,71.36555332797404,249.26686752544947
48005,C,64.6845909385829,1953,60.544965674191594,227.2391560930149
48005,D,49.08171335334842,1970,12.034996624076761,83.37702357097419
48005,B,31.95955940096121,1994,16.509344787619252,167.6404533896781
48005,C,91.78762006713058,2007,49.30392115716666,162.1320188832342
48005,D,129.22756515985185,1983,51.95582759640537,170.4291288104962
48005,A,174.51372531721302,1971,58.67909538296373,199.1850417627349
48005,G,48.950771946361044,1980,67.75914673662805,154.0593153837308
48005,C,138.05723851734342,1967,35.99954013111321,62.508445379473685
48005,E,91.0459845760285,1996,79.88432579750648,236.62266626871153
48005,D,213.09028918348156,1996,18.283533364637112,131.98097793925766
48005,E,66.1654915387435,1958,76.52189270514143,90.58727351498044
48005,D,155.89951549580854,2019,46.26551363671708,109.7451147177546
48005,F,203.77736967722427,1991,69.6909613912998,95.10826598514652
48005,C,49.98974783154455,1970,42.073082071652486,146.59377441707105
48005,B,-20.310855474927166,1953,13.488941944805909,230.78266605207494
48005,F,106.28858214727344,1973,43.04423039378988,52.680525286433124
48005,C,70.03436211749313,1979,12.54013358294515,105.14397061911045
48005,C,66.5374703023921,2019,14.575631029506967,147.51423873467687
48005,A,23.174063274594204,2006,34.214431325118596,113.0379042194718
48005,E,112.4582189696722,1981,56.46527803229124,242.67888684271009
48005,D,108.15004144699199,2020,37.54134925945141,215.57367506443455
48005,E,114.77593268115668,1970,27.957104371097348,180.8349202948149
48005,B,237.77901292841028,1998,42.47527406818353,244.4010659263074
48005,D,79.57900877383065,1999,60.40056277641792,133.59798677409685
48005,B,104.23675778792268,1982,46.63736379620565,72.95377437384349
48005,E,105.22293799267254,1998,48.04767521398522,66.34506914935565
48005,C,127.61577567883121,2014,40.0041382879333,78.19192550435386
48005,D,109.95742608546902,1965,38.82358791091559,180.19469343019082
48005,D,112.91521619761885,1989,17.835514891507124,121.19467475897055
48005,G,119.31985827773389,1981,28.103458442162715,82.94127068645918
48005,C,192.86792791355106,1964,24.34168919054988,225.56601563040817
48005,E,101.9763297897702,1989,78.94927592986126,204.40249526199807
48005,A,145.5707750464977,1974,16.590633708798855,118.7326385218206
48005,C,183.22891886692318,1988,55.974607330700586,214.4206321200451
48005,C,96.84175667642671,1968,40.87505107755486,89.121854608903
48005,B,107.12298899691255,1990,50.43153561168103,176.91648351006074
48005,E,83.52726519451306,1996,23.708856881084323,229.39158608470686
48005,D,220.99189458271275,1951,32.173317394726865,221.4358513997506
48005,F,28.480443404542598,1989,45.49357727058087,169.6225258738036
48005,A,187.8039073403354,1997,20.647299825559102,138.06468367366978
48005,D,80.27197362957229,1968,71.76914578851371,210.72070708830702
48005,D,116.01793043771424,1970,60.76298836191735,114.60223967724276
48005,G,142.6185898124867,2008,21.356338404773552,52.52150399515181
48005,D,209.64612956654366,1983,24.682706337857695,125.80542524381949
48005,G,131.19776390448672,1958,67.33444597031593,158.15875099710888
48005,D,104.8169238063002,1996,55.61675430944982,112.8121589985464
48005,C,22.236178684494945,1952,71.58753397661867,155.08698250913858
48005,C,90.08160948848906,1983,34.35589881075167,140.07019578108253
48005,D,202.0523314864479,2006,40.48538180787115,165.44994615372264
48005,D,141.4665510909951,1984,12.178091994215038,197.85894703295463
48005,B,139.12207089096492,1989,10.2671993887043,186.333896480324
48005,B,163.39234715156476,1996,31.37174736877119,92.52887527421922
48005,A,101.09569495083328,2002,55.72139533718981,237.66096368969653
48005,E,156.18052936144375,1955,56.95126183340838,162.08812619608798
48005,B,153.3730390819656,1995,42.22507898413484,222.91272190453398
48005,D,132.646840713254,1974,39.50108291054732,55.43500321816883
48005,F,116.8276968027927,1971,70.08391737593846,108.44364609237955
48005,F,156.94052404437514,1994,77.39672499518181,195.33419841406464
48005,C,150.76837420065266,1968,71.09276876962895,72.5160780823874
48005,D,74.46480884676339,1979,13.22864950350137,163.43415598387713
48005,C,124.59323728242468,1963,51.885023900843116,109.44756154172345
48005,C,167.51537959867878,1990,79.23198508451217,175.23523431862765
48005,D,205.53066862909628,2011,65.62047950901332,56.93405334529666
